ID,rrn ,ave,group
2106,4.75,0.00057806,maize
2107,4.75,0.000385374,maize
2108,4.75,0.000192687,maize
2109,4.75,7.41103E-05,maize
2110,4.75,5.92882E-05,maize
2111,4.75,4.44662E-05,maize
2112,4.67,2.96441E-05,maize
2113,4.62,0.000177865,maize
2114,4.62,0.000133399,maize
2115,4.62,0.000103754,maize
2116,4.62,0.000103754,maize
2117,4.62,7.41103E-05,maize
2118,4.62,4.44662E-05,maize
2119,4.62,4.44662E-05,maize
2120,4.62,2.96441E-05,maize
2121,4.5,0.000385374,maize
2122,4.5,0.000326085,maize
2123,4.5,0.000266797,maize
2124,4.5,0.000266797,maize
2125,4.5,0.000251975,maize
2126,4.5,0.000222331,maize
2127,4.5,0.000207509,maize
2128,4.5,0.000177865,maize
2129,4.5,0.000148221,maize
2130,4.5,0.000133399,maize
2131,4.5,0.000103754,maize
2132,4.5,0.000103754,maize
2133,4.5,8.89324E-05,maize
2134,4.5,8.89324E-05,maize
2135,4.5,7.41103E-05,maize
2136,4.5,5.92882E-05,maize
2137,4.5,4.44662E-05,maize
2138,4.5,4.44662E-05,maize
2139,4.5,4.44662E-05,maize
2140,4.5,2.96441E-05,maize
2141,4.5,2.96441E-05,maize
2142,4.5,1.48221E-05,maize
2143,4.39,0.003127455,maize
2144,4.39,0.003097811,maize
2145,4.39,0.001986156,maize
2146,4.39,0.001526672,maize
2147,4.39,0.00143774,maize
2148,4.39,0.001245053,maize
2149,4.39,0.001052366,maize
2150,4.39,0.000918968,maize
2151,4.39,0.000622527,maize
2152,4.39,0.000474306,maize
2153,4.39,0.000400196,maize
2154,4.39,0.000400196,maize
2155,4.39,0.000400196,maize
2156,4.39,0.000385374,maize
2157,4.39,0.000385374,maize
2158,4.39,0.000370552,maize
2159,4.39,0.000326085,maize
2160,4.39,0.000207509,maize
2161,4.39,0.000177865,maize
2162,4.39,0.000163043,maize
2163,4.39,0.000163043,maize
2164,4.39,0.000148221,maize
2165,4.39,0.000148221,maize
2166,4.39,0.000148221,maize
2167,4.39,0.000133399,maize
2168,4.39,0.000118576,maize
2169,4.39,0.000103754,maize
2170,4.39,0.000103754,maize
2171,4.39,8.89324E-05,maize
2172,4.39,8.89324E-05,maize
2173,4.39,8.89324E-05,maize
2174,4.39,7.41103E-05,maize
2175,4.39,7.41103E-05,maize
2176,4.39,7.41103E-05,maize
2177,4.39,7.41103E-05,maize
2178,4.39,5.92882E-05,maize
2179,4.39,5.92882E-05,maize
2180,4.39,5.92882E-05,maize
2181,4.39,5.92882E-05,maize
2182,4.39,4.44662E-05,maize
2183,4.39,4.44662E-05,maize
2184,4.39,4.44662E-05,maize
2185,4.39,4.44662E-05,maize
2186,4.39,4.44662E-05,maize
2187,4.39,4.44662E-05,maize
2188,4.39,4.44662E-05,maize
2189,4.39,4.44662E-05,maize
2190,4.39,4.44662E-05,maize
2191,4.39,4.44662E-05,maize
2192,4.39,4.44662E-05,maize
2193,4.39,4.44662E-05,maize
2194,4.39,2.96441E-05,maize
2195,4.39,1.48221E-05,maize
2196,4.39,1.48221E-05,maize
2197,4.33,0.000148221,maize
2198,4.14,0.000222331,maize
2199,4.06,0.000103754,maize
2200,4.06,0.000103754,maize
2201,4.06,7.41103E-05,maize
2202,4.06,5.92882E-05,maize
2203,4.06,5.92882E-05,maize
2204,4.06,5.92882E-05,maize
2205,4.06,4.44662E-05,maize
2206,4.06,4.44662E-05,maize
2207,4.06,4.44662E-05,maize
2208,4.06,4.44662E-05,maize
2209,4.06,4.44662E-05,maize
2210,4.06,2.96441E-05,maize
2211,4,0.001289519,maize
2212,4,0.001067188,maize
2213,4,0.000889324,maize
2214,4,0.000637349,maize
2215,4,0.00042984,maize
2216,4,0.000400196,maize
2217,4,0.000385374,maize
2218,4,0.000385374,maize
2219,4,0.000340907,maize
2220,4,0.000266797,maize
2221,4,0.000266797,maize
2222,4,0.000177865,maize
2223,4,0.000148221,maize
2224,4,0.000148221,maize
2225,4,0.000133399,maize
2226,4,0.000103754,maize
2227,4,0.000103754,maize
2228,4,0.000103754,maize
2229,4,8.89324E-05,maize
2230,4,8.89324E-05,maize
2231,4,5.92882E-05,maize
2232,4,5.92882E-05,maize
2233,4,5.92882E-05,maize
2234,4,5.92882E-05,maize
2235,4,5.92882E-05,maize
2236,4,4.44662E-05,maize
2237,4,4.44662E-05,maize
2238,4,2.96441E-05,maize
2239,4,1.48221E-05,maize
2240,4,1.48221E-05,maize
2241,3.86,5.92882E-05,maize
2242,3.86,4.44662E-05,maize
2243,3.83,0.000118576,maize
2244,3.83,4.44662E-05,maize
2245,3.81,0.00294959,maize
2246,3.81,0.00280137,maize
2247,3.81,0.002608683,maize
2248,3.81,0.001215409,maize
2249,3.81,0.001111655,maize
2250,3.81,0.001037544,maize
2251,3.81,0.001022722,maize
2252,3.81,0.000770747,maize
2253,3.81,0.000459484,maize
2254,3.81,0.000326085,maize
2255,3.81,0.000148221,maize
2256,3.81,0.000133399,maize
2257,3.81,0.000103754,maize
2258,3.81,0.000103754,maize
2259,3.81,0.000103754,maize
2260,3.81,8.89324E-05,maize
2261,3.81,8.89324E-05,maize
2262,3.81,7.41103E-05,maize
2263,3.81,5.92882E-05,maize
2264,3.81,5.92882E-05,maize
2265,3.81,5.92882E-05,maize
2266,3.81,4.44662E-05,maize
2267,3.81,4.44662E-05,maize
2268,3.81,4.44662E-05,maize
2269,3.81,4.44662E-05,maize
2270,3.81,4.44662E-05,maize
2271,3.81,4.44662E-05,maize
2272,3.81,2.96441E-05,maize
2273,3.81,2.96441E-05,maize
2274,3.81,2.96441E-05,maize
2275,3.8,7.41103E-05,maize
2276,3.77,0.001156121,maize
2277,3.77,0.000993078,maize
2278,3.77,0.000281619,maize
2279,3.77,0.000281619,maize
2280,3.77,0.000133399,maize
2281,3.77,0.000118576,maize
2282,3.77,7.41103E-05,maize
2283,3.77,7.41103E-05,maize
2284,3.77,4.44662E-05,maize
2285,3.77,1.48221E-05,maize
2286,3.75,5.92882E-05,maize
2287,3.72,4.44662E-05,maize
2288,3.72,4.44662E-05,maize
2289,3.72,2.96441E-05,maize
2290,3.72,2.96441E-05,maize
2291,3.71,0.000548416,maize
2292,3.71,0.000444662,maize
2293,3.66,0.000563238,maize
2294,3.66,0.000474306,maize
2295,3.66,0.000474306,maize
2296,3.66,0.000459484,maize
2297,3.66,0.000415018,maize
2298,3.66,0.000237153,maize
2299,3.66,0.000207509,maize
2300,3.66,0.000192687,maize
2301,3.66,0.000163043,maize
2302,3.66,0.000103754,maize
2303,3.66,8.89324E-05,maize
2304,3.66,7.41103E-05,maize
2305,3.66,5.92882E-05,maize
2306,3.66,2.96441E-05,maize
2307,3.5,0.003231209,maize
2308,3.5,0.000963434,maize
2309,3.5,0.00042984,maize
2310,3.5,0.000415018,maize
2311,3.5,0.000355729,maize
2312,3.5,0.000355729,maize
2313,3.5,0.000207509,maize
2314,3.5,0.000207509,maize
2315,3.5,0.000192687,maize
2316,3.5,0.000177865,maize
2317,3.5,0.000163043,maize
2318,3.5,0.000148221,maize
2319,3.5,0.000133399,maize
2320,3.5,0.000133399,maize
2321,3.5,0.000133399,maize
2322,3.5,0.000118576,maize
2323,3.5,0.000103754,maize
2324,3.5,0.000103754,maize
2325,3.5,7.41103E-05,maize
2326,3.5,7.41103E-05,maize
2327,3.5,7.41103E-05,maize
2328,3.5,5.92882E-05,maize
2329,3.5,4.44662E-05,maize
2330,3.5,4.44662E-05,maize
2331,3.5,4.44662E-05,maize
2332,3.5,4.44662E-05,maize
2333,3.5,1.48221E-05,maize
2334,3.44,0.00050395,maize
2335,3.44,0.000222331,maize
2336,3.44,0.000192687,maize
2337,3.44,0.000177865,maize
2338,3.44,0.000163043,maize
2339,3.44,7.41103E-05,maize
2340,3.44,7.41103E-05,maize
2341,3.44,4.44662E-05,maize
2342,3.44,4.44662E-05,maize
2343,3.44,4.44662E-05,maize
2344,3.44,4.44662E-05,maize
2345,3.27,5.92882E-05,maize
2346,3.27,4.44662E-05,maize
2347,3.18,0.01006418,maize
2348,3.18,0.003082989,maize
2349,3.18,0.002727259,maize
2350,3.18,0.002178843,maize
2351,3.18,0.00186758,maize
2352,3.18,0.001660071,maize
2353,3.18,0.001526672,maize
2354,3.18,0.001304341,maize
2355,3.18,0.000904146,maize
2356,3.18,0.000726281,maize
2357,3.18,0.000711459,maize
2358,3.18,0.000666993,maize
2359,3.18,0.000563238,maize
2360,3.18,0.00042984,maize
2361,3.18,0.000400196,maize
2362,3.18,0.000326085,maize
2363,3.18,0.000311263,maize
2364,3.18,0.000281619,maize
2365,3.18,0.000266797,maize
2366,3.18,0.000237153,maize
2367,3.18,0.000192687,maize
2368,3.18,0.000177865,maize
2369,3.18,0.000163043,maize
2370,3.18,0.000163043,maize
2371,3.18,0.000148221,maize
2372,3.18,0.000133399,maize
2373,3.18,0.000133399,maize
2374,3.18,0.000133399,maize
2375,3.18,0.000118576,maize
2376,3.18,8.89324E-05,maize
2377,3.18,8.89324E-05,maize
2378,3.18,8.89324E-05,maize
2379,3.18,8.89324E-05,maize
2380,3.18,7.41103E-05,maize
2381,3.18,7.41103E-05,maize
2382,3.18,5.92882E-05,maize
2383,3.18,5.92882E-05,maize
2384,3.18,5.92882E-05,maize
2385,3.18,5.92882E-05,maize
2386,3.18,5.92882E-05,maize
2387,3.18,5.92882E-05,maize
2388,3.18,5.92882E-05,maize
2389,3.18,5.92882E-05,maize
2390,3.18,5.92882E-05,maize
2391,3.18,5.92882E-05,maize
2392,3.18,5.92882E-05,maize
2393,3.18,5.92882E-05,maize
2394,3.18,5.92882E-05,maize
2395,3.18,4.44662E-05,maize
2396,3.18,4.44662E-05,maize
2397,3.18,4.44662E-05,maize
2398,3.18,4.44662E-05,maize
2399,3.18,4.44662E-05,maize
2400,3.18,4.44662E-05,maize
2401,3.18,4.44662E-05,maize
2402,3.18,4.44662E-05,maize
2403,3.18,4.44662E-05,maize
2404,3.18,4.44662E-05,maize
2405,3.18,4.44662E-05,maize
2406,3.18,4.44662E-05,maize
2407,3.18,2.96441E-05,maize
2408,3.18,2.96441E-05,maize
2409,3.18,2.96441E-05,maize
2410,3.18,2.96441E-05,maize
2411,3.18,1.48221E-05,maize
2412,3.18,1.48221E-05,maize
2413,3.1,0.000103754,maize
2414,3.08,2.96441E-05,maize
2415,3.07,0.004476262,maize
2416,3.07,0.003053345,maize
2417,3.07,0.0030237,maize
2418,3.07,0.001467384,maize
2419,3.07,0.001408096,maize
2420,3.07,0.001156121,maize
2421,3.07,0.000993078,maize
2422,3.07,0.000726281,maize
2423,3.07,0.000296441,maize
2424,3.07,0.000207509,maize
2425,3.07,0.000163043,maize
2426,3.07,0.000118576,maize
2427,3.07,0.000118576,maize
2428,3.07,0.000118576,maize
2429,3.07,0.000103754,maize
2430,3.07,7.41103E-05,maize
2431,3.07,7.41103E-05,maize
2432,3.07,5.92882E-05,maize
2433,3.07,5.92882E-05,maize
2434,3.07,5.92882E-05,maize
2435,3.07,5.92882E-05,maize
2436,3.07,5.92882E-05,maize
2437,3.07,4.44662E-05,maize
2438,3.07,4.44662E-05,maize
2439,3.07,4.44662E-05,maize
2440,3.07,4.44662E-05,maize
2441,3.07,4.44662E-05,maize
2442,3.07,4.44662E-05,maize
2443,3.07,2.96441E-05,maize
2444,3.07,2.96441E-05,maize
2445,3.07,2.96441E-05,maize
2446,3.07,1.48221E-05,maize
2447,3,0.006210444,maize
2448,3,0.003720337,maize
2449,3,0.00280137,maize
2450,3,0.002401174,maize
2451,3,0.002356708,maize
2452,3,0.002238131,maize
2453,3,0.001422918,maize
2454,3,0.001422918,maize
2455,3,0.001422918,maize
2456,3,0.001348808,maize
2457,3,0.001200587,maize
2458,3,0.001037544,maize
2459,3,0.000978256,maize
2460,3,0.000948612,maize
2461,3,0.00093379,maize
2462,3,0.000815213,maize
2463,3,0.000755925,maize
2464,3,0.000741103,maize
2465,3,0.000681815,maize
2466,3,0.000607705,maize
2467,3,0.000548416,maize
2468,3,0.000489128,maize
2469,3,0.000474306,maize
2470,3,0.000340907,maize
2471,3,0.000311263,maize
2472,3,0.000311263,maize
2473,3,0.000311263,maize
2474,3,0.000281619,maize
2475,3,0.000251975,maize
2476,3,0.000251975,maize
2477,3,0.000237153,maize
2478,3,0.000207509,maize
2479,3,0.000207509,maize
2480,3,0.000207509,maize
2481,3,0.000207509,maize
2482,3,0.000192687,maize
2483,3,0.000192687,maize
2484,3,0.000192687,maize
2485,3,0.000177865,maize
2486,3,0.000177865,maize
2487,3,0.000177865,maize
2488,3,0.000163043,maize
2489,3,0.000163043,maize
2490,3,0.000163043,maize
2491,3,0.000163043,maize
2492,3,0.000148221,maize
2493,3,0.000148221,maize
2494,3,0.000148221,maize
2495,3,0.000148221,maize
2496,3,0.000148221,maize
2497,3,0.000148221,maize
2498,3,0.000133399,maize
2499,3,0.000133399,maize
2500,3,0.000118576,maize
2501,3,0.000118576,maize
2502,3,0.000118576,maize
2503,3,0.000118576,maize
2504,3,0.000103754,maize
2505,3,0.000103754,maize
2506,3,0.000103754,maize
2507,3,0.000103754,maize
2508,3,0.000103754,maize
2509,3,8.89324E-05,maize
2510,3,8.89324E-05,maize
2511,3,8.89324E-05,maize
2512,3,8.89324E-05,maize
2513,3,7.41103E-05,maize
2514,3,7.41103E-05,maize
2515,3,7.41103E-05,maize
2516,3,7.41103E-05,maize
2517,3,7.41103E-05,maize
2518,3,7.41103E-05,maize
2519,3,7.41103E-05,maize
2520,3,7.41103E-05,maize
2521,3,7.41103E-05,maize
2522,3,7.41103E-05,maize
2523,3,5.92882E-05,maize
2524,3,5.92882E-05,maize
2525,3,5.92882E-05,maize
2526,3,5.92882E-05,maize
2527,3,5.92882E-05,maize
2528,3,5.92882E-05,maize
2529,3,5.92882E-05,maize
2530,3,5.92882E-05,maize
2531,3,5.92882E-05,maize
2532,3,5.92882E-05,maize
2533,3,4.44662E-05,maize
2534,3,4.44662E-05,maize
2535,3,4.44662E-05,maize
2536,3,4.44662E-05,maize
2537,3,4.44662E-05,maize
2538,3,4.44662E-05,maize
2539,3,4.44662E-05,maize
2540,3,4.44662E-05,maize
2541,3,4.44662E-05,maize
2542,3,4.44662E-05,maize
2543,3,4.44662E-05,maize
2544,3,4.44662E-05,maize
2545,3,4.44662E-05,maize
2546,3,4.44662E-05,maize
2547,3,4.44662E-05,maize
2548,3,4.44662E-05,maize
2549,3,4.44662E-05,maize
2550,3,4.44662E-05,maize
2551,3,2.96441E-05,maize
2552,3,2.96441E-05,maize
2553,3,2.96441E-05,maize
2554,3,2.96441E-05,maize
2555,3,2.96441E-05,maize
2556,3,2.96441E-05,maize
2557,3,2.96441E-05,maize
2558,3,2.96441E-05,maize
2559,3,2.96441E-05,maize
2560,3,2.96441E-05,maize
2561,3,2.96441E-05,maize
2562,3,2.96441E-05,maize
2563,3,1.48221E-05,maize
2564,3,1.48221E-05,maize
2565,3,1.48221E-05,maize
2566,3,1.48221E-05,maize
2567,3,1.48221E-05,maize
2568,3,1.48221E-05,maize
2569,2.96,7.41103E-05,maize
2570,2.96,7.41103E-05,maize
2571,2.96,5.92882E-05,maize
2572,2.96,2.96441E-05,maize
2573,2.95,0.005217366,maize
2574,2.95,0.004076067,maize
2575,2.95,0.002549395,maize
2576,2.95,0.002178843,maize
2577,2.95,0.001304341,maize
2578,2.95,0.000978256,maize
2579,2.95,0.00093379,maize
2580,2.95,0.000904146,maize
2581,2.95,0.00085968,maize
2582,2.95,0.000785569,maize
2583,2.95,0.000726281,maize
2584,2.95,0.000652171,maize
