ID,Phylum
MASV9104,Firmicutes
MASV4533,Firmicutes
MASV6382,Firmicutes
MASV1174,Firmicutes
MASV4923,Firmicutes
MASV7816,Firmicutes
MASV7861,Firmicutes
MASV1512,Firmicutes
MASV11120,Firmicutes
MASV2418,Firmicutes
MASV6867,Firmicutes
MASV4335,Firmicutes
MASV5127,Firmicutes
MASV4066,Firmicutes
MASV22464,Firmicutes
HASV564,Desulfobacterota
MAASV2443,Crenarchaeota
MAASV2895,Crenarchaeota
SASV2715,Crenarchaeota
SASV1224,Bdellovibrionota
HASV3,Bacteroidota
HASV27,Bacteroidota
HASV43,Bacteroidota
HASV119,Bacteroidota
HASV269,Bacteroidota
HASV397,Bacteroidota
HASV342,Bacteroidota
HASV626,Bacteroidota
HASV1026,Bacteroidota
HASV414,Bacteroidota
HASV493,Bacteroidota
HASV355,Bacteroidota
HASV544,Bacteroidota
HASV412,Bacteroidota
HASV952,Bacteroidota
HASV1010,Bacteroidota
HASV1078,Bacteroidota
HASV4113,Bacteroidota
HASV772,Bacteroidota
HASV4005,Bacteroidota
HASV4600,Bacteroidota
HASV556,Bacteroidota
HASV1103,Bacteroidota
HASV637,Bacteroidota
HASV959,Bacteroidota
HASV714,Bacteroidota
HASV4846,Bacteroidota
HASV1761,Bacteroidota
HASV1194,Bacteroidota
HASV3981,Bacteroidota
HASV1243,Bacteroidota
HASV4555,Bacteroidota
HASV4810,Bacteroidota
HASV1436,Bacteroidota
HASV4421,Bacteroidota
HASV4959,Bacteroidota
HASV5024,Bacteroidota
HASV5190,Bacteroidota
HASV5926,Bacteroidota
HASV966,Bacteroidota
HASV1811,Bacteroidota
HASV1375,Bacteroidota
HASV1658,Bacteroidota
HASV2019,Bacteroidota
HASV4801,Bacteroidota
HASV4823,Bacteroidota
HASV4852,Bacteroidota
HASV4968,Bacteroidota
HASV5017,Bacteroidota
HASV5038,Bacteroidota
HASV2068,Bacteroidota
HASV2159,Bacteroidota
HASV4813,Bacteroidota
HASV4848,Bacteroidota
HASV4895,Bacteroidota
HASV4998,Bacteroidota
HASV5010,Bacteroidota
HASV5036,Bacteroidota
HASV5189,Bacteroidota
HASV5689,Bacteroidota
HASV2094,Bacteroidota
HASV2681,Bacteroidota
HASV4482,Bacteroidota
HASV4792,Bacteroidota
HASV5108,Bacteroidota
HASV5110,Bacteroidota
HASV6769,Bacteroidota
HASV1485,Bacteroidota
HASV2489,Bacteroidota
HASV4065,Bacteroidota
HASV4531,Bacteroidota
HASV4805,Bacteroidota
HASV4806,Bacteroidota
HASV4812,Bacteroidota
HASV4815,Bacteroidota
HASV4845,Bacteroidota
HASV4853,Bacteroidota
HASV4860,Bacteroidota
HASV4872,Bacteroidota
HASV4941,Bacteroidota
HASV4955,Bacteroidota
HASV5109,Bacteroidota
HASV5269,Bacteroidota
HASV7895,Bacteroidota
HASV8059,Bacteroidota
HASV8328,Bacteroidota
HASV8580,Bacteroidota
MASV151,Bacteroidota
MASV520,Bacteroidota
MASV3551,Bacteroidota
MASV3858,Bacteroidota
MASV1734,Bacteroidota
MASV1204,Bacteroidota
MASV6545,Bacteroidota
MASV906,Bacteroidota
MASV3746,Bacteroidota
MASV1552,Bacteroidota
MASV2212,Bacteroidota
MASV1117,Bacteroidota
MASV9120,Bacteroidota
MASV22545,Bacteroidota
MASV1310,Bacteroidota
MASV5662,Bacteroidota
MASV5923,Bacteroidota
MAASV135,Bacteroidota
MAASV1132,Bacteroidota
MAASV401,Bacteroidota
MAASV2999,Bacteroidota
SASV135,Bacteroidota
SASV401,Bacteroidota
SASV695,Bacteroidota
SASV885,Bacteroidota
SASV981,Bacteroidota
SASV1550,Bacteroidota
SASV1524,Bacteroidota
SASV1981,Bacteroidota
SASV2204,Bacteroidota
HASV300,Actinobacteriota
HASV858,Actinobacteriota
HASV4858,Actinobacteriota
HASV4987,Actinobacteriota
HASV5418,Actinobacteriota
HASV4988,Actinobacteriota
HASV4230,Actinobacteriota
HASV5117,Actinobacteriota
HASV5143,Actinobacteriota
HASV5196,Actinobacteriota
HASV5281,Actinobacteriota
MASV598,Actinobacteriota
MASV3614,Actinobacteriota
MASV1699,Actinobacteriota
MASV5790,Actinobacteriota
MASV4539,Actinobacteriota
MAASV3,Actinobacteriota
MAASV6,Actinobacteriota
MAASV22,Actinobacteriota
MAASV39,Actinobacteriota
MAASV63,Actinobacteriota
MAASV96,Actinobacteriota
MAASV104,Actinobacteriota
MAASV101,Actinobacteriota
MAASV137,Actinobacteriota
MAASV141,Actinobacteriota
MAASV124,Actinobacteriota
MAASV142,Actinobacteriota
MAASV113,Actinobacteriota
MAASV176,Actinobacteriota
MAASV86,Actinobacteriota
MAASV117,Actinobacteriota
MAASV199,Actinobacteriota
MAASV45,Actinobacteriota
MAASV321,Actinobacteriota
MAASV260,Actinobacteriota
MAASV262,Actinobacteriota
MAASV222,Actinobacteriota
MAASV192,Actinobacteriota
MAASV105,Actinobacteriota
MAASV369,Actinobacteriota
MAASV353,Actinobacteriota
MAASV390,Actinobacteriota
MAASV404,Actinobacteriota
MAASV332,Actinobacteriota
MAASV380,Actinobacteriota
MAASV432,Actinobacteriota
MAASV388,Actinobacteriota
MAASV283,Actinobacteriota
MAASV239,Actinobacteriota
MAASV268,Actinobacteriota
MAASV351,Actinobacteriota
MAASV396,Actinobacteriota
MAASV379,Actinobacteriota
MAASV355,Actinobacteriota
MAASV494,Actinobacteriota
MAASV311,Actinobacteriota
MAASV371,Actinobacteriota
MAASV506,Actinobacteriota
MAASV429,Actinobacteriota
MAASV240,Actinobacteriota
MAASV334,Actinobacteriota
MAASV438,Actinobacteriota
MAASV469,Actinobacteriota
MAASV559,Actinobacteriota
MAASV394,Actinobacteriota
MAASV461,Actinobacteriota
MAASV671,Actinobacteriota
MAASV450,Actinobacteriota
MAASV509,Actinobacteriota
MAASV490,Actinobacteriota
MAASV722,Actinobacteriota
MAASV525,Actinobacteriota
MAASV735,Actinobacteriota
MAASV733,Actinobacteriota
MAASV749,Actinobacteriota
MAASV524,Actinobacteriota
MAASV775,Actinobacteriota
MAASV627,Actinobacteriota
MAASV406,Actinobacteriota
MAASV626,Actinobacteriota
MAASV788,Actinobacteriota
MAASV721,Actinobacteriota
MAASV808,Actinobacteriota
MAASV829,Actinobacteriota
MAASV510,Actinobacteriota
MAASV875,Actinobacteriota
MAASV503,Actinobacteriota
MAASV900,Actinobacteriota
MAASV934,Actinobacteriota
MAASV1005,Actinobacteriota
MAASV1039,Actinobacteriota
MAASV1069,Actinobacteriota
MAASV556,Actinobacteriota
MAASV1102,Actinobacteriota
MAASV1094,Actinobacteriota
MAASV729,Actinobacteriota
MAASV1107,Actinobacteriota
MAASV1095,Actinobacteriota
MAASV1091,Actinobacteriota
MAASV1136,Actinobacteriota
MAASV941,Actinobacteriota
MAASV1150,Actinobacteriota
MAASV543,Actinobacteriota
MAASV1149,Actinobacteriota
MAASV1188,Actinobacteriota
MAASV1328,Actinobacteriota
MAASV1323,Actinobacteriota
MAASV858,Actinobacteriota
MAASV1415,Actinobacteriota
MAASV888,Actinobacteriota
MAASV1427,Actinobacteriota
MAASV1422,Actinobacteriota
MAASV779,Actinobacteriota
MAASV991,Actinobacteriota
MAASV1565,Actinobacteriota
MAASV1597,Actinobacteriota
MAASV1596,Actinobacteriota
MAASV1564,Actinobacteriota
MAASV1611,Actinobacteriota
MAASV1713,Actinobacteriota
MAASV1705,Actinobacteriota
MAASV1753,Actinobacteriota
MAASV766,Actinobacteriota
MAASV1764,Actinobacteriota
MAASV1698,Actinobacteriota
MAASV1763,Actinobacteriota
MAASV1114,Actinobacteriota
MAASV1689,Actinobacteriota
MAASV1730,Actinobacteriota
MAASV1024,Actinobacteriota
MAASV1880,Actinobacteriota
MAASV1902,Actinobacteriota
MAASV1857,Actinobacteriota
MAASV1868,Actinobacteriota
MAASV1904,Actinobacteriota
MAASV2034,Actinobacteriota
MAASV1158,Actinobacteriota
MAASV2048,Actinobacteriota
MAASV2081,Actinobacteriota
MAASV2089,Actinobacteriota
MAASV2092,Actinobacteriota
MAASV2107,Actinobacteriota
MAASV2513,Actinobacteriota
MAASV2493,Actinobacteriota
MAASV2399,Actinobacteriota
MAASV2503,Actinobacteriota
MAASV2393,Actinobacteriota
MAASV2403,Actinobacteriota
MAASV2336,Actinobacteriota
MAASV2998,Actinobacteriota
MAASV3037,Actinobacteriota
MAASV2938,Actinobacteriota
MAASV2978,Actinobacteriota
MAASV3065,Actinobacteriota
MAASV2848,Actinobacteriota
MAASV2944,Actinobacteriota
MAASV2995,Actinobacteriota
MAASV3098,Actinobacteriota
MAASV2776,Actinobacteriota
MAASV2954,Actinobacteriota
SASV22,Actinobacteriota
SASV45,Actinobacteriota
SASV3,Actinobacteriota
SASV6,Actinobacteriota
SASV166,Actinobacteriota
SASV105,Actinobacteriota
SASV39,Actinobacteriota
SASV86,Actinobacteriota
SASV117,Actinobacteriota
SASV113,Actinobacteriota
SASV192,Actinobacteriota
SASV101,Actinobacteriota
SASV240,Actinobacteriota
SASV104,Actinobacteriota
SASV270,Actinobacteriota
SASV239,Actinobacteriota
SASV124,Actinobacteriota
SASV489,Actinobacteriota
SASV268,Actinobacteriota
SASV222,Actinobacteriota
SASV406,Actinobacteriota
SASV199,Actinobacteriota
SASV96,Actinobacteriota
SASV283,Actinobacteriota
SASV311,Actinobacteriota
SASV583,Actinobacteriota
SASV602,Actinobacteriota
SASV176,Actinobacteriota
SASV450,Actinobacteriota
SASV394,Actinobacteriota
SASV543,Actinobacteriota
SASV503,Actinobacteriota
SASV141,Actinobacteriota
SASV260,Actinobacteriota
SASV556,Actinobacteriota
SASV710,Actinobacteriota
SASV510,Actinobacteriota
SASV355,Actinobacteriota
SASV262,Actinobacteriota
SASV351,Actinobacteriota
SASV745,Actinobacteriota
SASV490,Actinobacteriota
SASV137,Actinobacteriota
SASV371,Actinobacteriota
SASV461,Actinobacteriota
SASV845,Actinobacteriota
SASV524,Actinobacteriota
SASV332,Actinobacteriota
SASV525,Actinobacteriota
SASV379,Actinobacteriota
SASV766,Actinobacteriota
SASV913,Actinobacteriota
SASV438,Actinobacteriota
SASV576,Actinobacteriota
SASV429,Actinobacteriota
SASV1031,Actinobacteriota
SASV396,Actinobacteriota
SASV779,Actinobacteriota
SASV729,Actinobacteriota
SASV1155,Actinobacteriota
SASV469,Actinobacteriota
SASV627,Actinobacteriota
SASV1227,Actinobacteriota
SASV1286,Actinobacteriota
SASV1024,Actinobacteriota
SASV888,Actinobacteriota
SASV1278,Actinobacteriota
SASV1291,Actinobacteriota
SASV858,Actinobacteriota
SASV1361,Actinobacteriota
SASV1373,Actinobacteriota
SASV1359,Actinobacteriota
SASV896,Actinobacteriota
SASV991,Actinobacteriota
SASV1435,Actinobacteriota
SASV388,Actinobacteriota
SASV1158,Actinobacteriota
SASV1626,Actinobacteriota
SASV1671,Actinobacteriota
SASV1640,Actinobacteriota
SASV1805,Actinobacteriota
SASV1941,Actinobacteriota
SASV721,Actinobacteriota
SASV642,Actinobacteriota
SASV941,Actinobacteriota
SASV1964,Actinobacteriota
SASV1939,Actinobacteriota
SASV1974,Actinobacteriota
SASV1967,Actinobacteriota
SASV2277,Actinobacteriota
SASV2728,Actinobacteriota
SASV2553,Actinobacteriota
SASV2729,Actinobacteriota
SASV2705,Actinobacteriota
SASV2677,Actinobacteriota
SASV2604,Actinobacteriota
SASV2686,Actinobacteriota
