ID,group,rrn,rrnstd,percentage,perstd,type
1,AAT,10.65,0,1,0,soybean
6,ART,3.161688483,0.657993375,0.155554912,0.055395906,soybean
2,CAT,6.06647458,1.318585432,0.794485998,0.104494903,soybean
3,CRAT,10.11367921,0.220278835,1,0,soybean
4,CRT,4.264576115,0.254254766,0.413936408,0.084086397,soybean
5,MT,4.044046646,0.41319966,0.43418533,0.031852035,soybean
