ID,rrn ,ave,group
783,2.95,3.68161E-05,soybean
784,2.95,2.45441E-05,soybean
785,2.92,0.000380433,soybean
786,2.92,8.59043E-05,soybean
787,2.92,7.36323E-05,soybean
788,2.92,4.90882E-05,soybean
789,2.92,2.45441E-05,soybean
790,2.67,9.81764E-05,soybean
791,2.67,3.68161E-05,soybean
792,2.63,0.001448102,soybean
793,2.63,0.001276293,soybean
794,2.63,0.001264021,soybean
795,2.63,0.001227205,soybean
796,2.63,0.0011413,soybean
797,2.63,0.000944948,soybean
798,2.63,0.000748595,soybean
799,2.63,0.000527698,soybean
800,2.63,0.000490882,soybean
801,2.63,0.00041725,soybean
802,2.63,0.000404978,soybean
803,2.63,0.000294529,soybean
804,2.63,0.000245441,soybean
805,2.63,0.000184081,soybean
806,2.63,0.000184081,soybean
807,2.63,0.000184081,soybean
808,2.63,0.000134993,soybean
809,2.63,0.000134993,soybean
810,2.63,0.000110448,soybean
811,2.63,9.81764E-05,soybean
812,2.63,8.59043E-05,soybean
813,2.63,7.36323E-05,soybean
814,2.63,7.36323E-05,soybean
815,2.63,7.36323E-05,soybean
816,2.63,6.13602E-05,soybean
817,2.63,4.90882E-05,soybean
818,2.63,4.90882E-05,soybean
819,2.63,4.90882E-05,soybean
820,2.63,3.68161E-05,soybean
821,2.63,3.68161E-05,soybean
822,2.63,3.68161E-05,soybean
823,2.63,3.68161E-05,soybean
824,2.63,2.45441E-05,soybean
825,2.63,2.45441E-05,soybean
826,2.63,2.45441E-05,soybean
827,2.5,0.003742974,soybean
828,2.5,0.002073976,soybean
829,2.5,0.001693542,soybean
830,2.5,0.001399013,soybean
831,2.5,0.001190389,soybean
832,2.5,0.00107994,soybean
833,2.5,0.001043124,soybean
834,2.5,0.00101858,soybean
835,2.5,0.000932676,soybean
836,2.5,0.000895859,soybean
837,2.5,0.000822227,soybean
838,2.5,0.000785411,soybean
839,2.5,0.000736323,soybean
840,2.5,0.000662691,soybean
841,2.5,0.000650418,soybean
842,2.5,0.000638146,soybean
843,2.5,0.000625874,soybean
844,2.5,0.000625874,soybean
845,2.5,0.000613602,soybean
846,2.5,0.000552242,soybean
847,2.5,0.000490882,soybean
848,2.5,0.000454066,soybean
849,2.5,0.000429522,soybean
