#OTU ID,Y,Y20,Y20G,Y4,Y80,Y80G,taxonomy,rrn,rarity group
ASV_252,2,67,1,5,40,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,#N/A,#N/A
ASV_253,3,53,0,47,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis,10.65,CRT
ASV_254,3,37,0,1,106,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,3.18,MT
ASV_255,6,116,10,1,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter,#N/A,#N/A
ASV_256,0,0,1,606,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__Serratia_sp._CV56Nov,2.95,CRT
ASV_257,1,26,0,0,217,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,#N/A,#N/A
ASV_258,25,52,0,2,40,2,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,10.65,CRT
ASV_259,287,120,4,93,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae,#N/A,#N/A
ASV_26,38,413,2,1118,2,10,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Bradyrhizobium_sp._AM45,2,MT
ASV_260,92,14,1,0,2,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria,1.18,CRT
ASV_261,3,12,1,0,130,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,#N/A,#N/A
ASV_262,346,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae,1.67,CRT
ASV_263,264,9,0,0,1,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,2.34,CRT
ASV_264,0,33,0,1,101,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga,#N/A,#N/A
ASV_265,1,2,28,25,0,105,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,2,MT
ASV_266,130,1,0,0,0,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,2,MT
ASV_267,0,111,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Kribbella,5,CRT
ASV_268,0,114,0,11,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__bacterium_SRMC-6-8,#N/A,#N/A
ASV_269,0,13,0,1,103,2,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,1,MT
ASV_27,706,569,21,107,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus,10.65,MT
ASV_270,1,0,1,232,0,0,k__Bacteria,5.95,MT
ASV_271,0,0,1,152,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,10.65,CRT
ASV_272,100,0,0,160,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,1,MT
ASV_273,1,13,4,72,0,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,10.65,CAT
ASV_274,120,25,0,0,4,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria,#N/A,#N/A
ASV_275,1,42,0,0,93,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,2.5,CRT
ASV_276,10,68,7,1,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium,5.33,CAT
ASV_277,4,131,0,1,209,0,k__Bacteria;p__Proteobacteria,5,CRT
ASV_278,0,78,0,2,29,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces,#N/A,#N/A
ASV_279,0,91,2,11,5,5,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__Bradyrhizobium_elkanii,#N/A,#N/A
ASV_28,20,0,0,1611,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,1.67,CRT
ASV_280,0,19,9,5,71,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas,3.18,CRT
ASV_281,161,0,1,0,0,0,k__Bacteria;p__Proteobacteria,2.95,MT
ASV_282,12,13,15,0,94,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces;s__Agromyces_sp._28-4,5.95,MT
ASV_283,0,15,0,0,150,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,#N/A,#N/A
ASV_284,1,103,0,0,59,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces,2.95,MT
ASV_285,0,0,83,1,0,62,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,1.67,CRT
ASV_286,0,0,9,499,0,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter;s__Serratia_sp._CV56Nov,10.65,CRT
ASV_287,292,20,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria,#N/A,#N/A
ASV_288,7,115,4,0,0,2,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas,2.5,CRT
ASV_289,80,14,1,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga,2.95,MT
ASV_29,141,634,12,666,0,1,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,2.5,CRT
ASV_290,130,2,0,2,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,2,MT
ASV_291,132,1,0,0,0,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,10.65,AAT
ASV_292,0,119,3,1,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Phyllobacterium;s__Phyllobacterium_brassicacearum,10.65,MT
ASV_293,0,0,42,2,0,161,k__Bacteria,1.67,CRT
ASV_294,21,78,7,0,36,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,#N/A,#N/A
ASV_295,191,36,1,0,18,18,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,#N/A,#N/A
ASV_296,68,19,1,0,0,10,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter,2.33,CRT
ASV_297,13,29,0,0,52,2,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,2.95,MT
ASV_298,3,74,3,22,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,5.01,ART
ASV_299,2,31,1,6,173,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,10.65,CRT
ASV_3,3881,1,23,9980,0,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_sp._64[2012],10.65,MT
ASV_30,91,122,2,1282,3,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,5.01,CRT
ASV_300,0,0,0,109,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,10.65,CRT
ASV_301,2,0,0,119,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,10.65,MT
ASV_302,428,0,1,9,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,10.65,CRT
ASV_303,0,84,1,2,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea;s__Nonomuraea_salmonea,3,CRT
ASV_304,0,0,0,69,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium;s__Chryseobacterium_daejeonense,#N/A,#N/A
ASV_305,113,1,0,1,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,10.65,MT
ASV_306,26,53,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium_sp._JE-D1,2.95,MT
ASV_307,108,0,0,0,0,0,k__Bacteria,2.5,CRT
ASV_308,21,51,4,10,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,5.95,CRT
ASV_309,241,5,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,1,MT
ASV_31,849,695,10,141,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus,2.33,CRT
ASV_310,306,39,2,1,25,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,2.14,CRT
ASV_311,0,100,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharothrix,#N/A,#N/A
ASV_312,10,55,1,0,0,2,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,1.67,CRT
ASV_313,573,334,6,73,77,1,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,1,CRT
ASV_314,50,0,0,14,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,2.5,CRT
ASV_315,0,36,0,0,133,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,5.33,CRT
ASV_316,29,2,29,35,0,108,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,#N/A,#N/A
ASV_317,0,0,0,7,0,93,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_clausii,#N/A,#N/A
ASV_318,1,0,1,168,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,10.65,MT
ASV_319,143,2,0,12,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,#N/A,#N/A
ASV_32,72,1341,129,2,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae,2,MT
ASV_320,3,49,0,20,10,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia;s__Devosia_sp._T15,2.95,MT
ASV_321,6,0,0,66,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,2.95,MT
ASV_322,134,10,0,0,4,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Lechevalieria;s__Lentzea_kentuckyensis,3.83,CRT
ASV_323,0,14,0,0,89,6,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,2.95,CRT
ASV_324,0,81,3,3,3,31,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,10.65,CRT
ASV_325,879,0,0,225,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,10.86,CRT
ASV_326,0,2,0,0,85,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,10.65,CAT
ASV_327,35,34,2,0,0,6,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter,#N/A,#N/A
ASV_328,14,62,0,1,3,1,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ensifer;s__Sinorhizobium_meliloti,1.18,CRT
ASV_329,205,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae,#N/A,#N/A
ASV_33,3,0,0,1510,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,2,CRT
ASV_330,0,95,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae,#N/A,#N/A
ASV_331,6,159,1,275,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter,3.18,CRT
ASV_332,2,23,3,0,120,2,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides,#N/A,#N/A
ASV_333,0,63,3,7,0,1,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__Bradyrhizobium_sp._WBAH27,3.18,MT
ASV_334,130,432,0,1,72,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,1,CRT
ASV_335,10,0,0,74,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,2,CRT
ASV_336,5,0,0,63,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,#N/A,#N/A
ASV_337,0,10,0,0,97,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,#N/A,#N/A
ASV_338,0,0,0,65,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium_thalpophilum,10.65,MT
ASV_339,5,0,0,171,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,#N/A,#N/A
ASV_34,67,640,18,34,426,113,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,10.65,AAT
ASV_340,81,0,0,2,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,#N/A,#N/A
ASV_341,4,85,0,0,183,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,2,CRT
ASV_342,0,0,2,65,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium,10.65,MT
ASV_343,5,69,2,4,10,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bosea,2.95,MT
ASV_344,69,2,0,47,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,#N/A,#N/A
ASV_345,0,21,0,52,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae,10.65,CRT
ASV_346,7,0,79,73,0,11,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,1.67,CRT
ASV_347,0,0,16,594,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,2,CRT
ASV_348,1,38,0,0,146,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides_sp._2100,2.95,CRT
ASV_349,40,0,0,28,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,#N/A,#N/A
ASV_35,0,0,0,1138,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,10.65,CRT
ASV_350,16,15,0,6,74,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides,5.01,CAT
ASV_351,201,0,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,10.65,MT
ASV_352,2,17,2,0,127,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,#N/A,#N/A
ASV_353,1,34,0,0,176,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,#N/A,#N/A
ASV_354,1,43,0,2,167,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,#N/A,#N/A
ASV_355,90,0,0,4,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,2.33,CRT
ASV_356,34,85,0,6,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,2,CRT
ASV_357,2,12,0,1,91,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides,5.95,CRT
ASV_358,78,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,#N/A,#N/A
ASV_359,0,63,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium,6.67,CRT
ASV_36,345,777,25,51,0,268,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_thuringiensis,2,MT
ASV_360,0,132,0,0,36,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Glycomycetales;f__Glycomycetaceae;g__Glycomyces;s__Glycomyces_sp._YIM_65802,10.65,CRT
ASV_361,3,84,0,1,16,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces,2,MT
ASV_362,8,62,0,0,294,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,2,CRT
ASV_363,0,33,0,0,95,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides,#N/A,#N/A
ASV_364,1,1,11,66,0,167,k__Bacteria,3.18,ART
ASV_365,255,9,1,13,0,2,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,1.67,CRT
ASV_366,4,96,0,0,0,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae;g__Nocardia;s__Nocardia_carnea,2.5,CRT
ASV_367,0,69,0,0,1,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium,2.95,CRT
ASV_368,0,63,2,0,1,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces,5.95,CRT
ASV_369,1,0,65,42,0,7,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,5.01,ART
ASV_37,1096,52,5,0,2,14,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,3,MT
ASV_370,25,0,25,5,0,100,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,#N/A,#N/A
ASV_371,4,0,23,0,20,9,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Nocardiopsaceae;g__Thermobifida;s__Thermobifida_fusca,#N/A,#N/A
ASV_372,0,89,0,0,8,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_insulae,#N/A,#N/A
ASV_373,2,100,6,2,1,3,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae,10.65,CRT
ASV_374,0,99,0,0,31,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Glycomycetales;f__Glycomycetaceae;g__Glycomyces,3.18,MT
ASV_375,0,44,1,0,0,0,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium,1,CRT
ASV_376,10,0,4,270,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,10,CRT
ASV_377,10,0,15,0,14,11,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Nocardiopsaceae;g__Thermobifida,2.5,ART
ASV_378,4,65,1,33,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,10.65,MT
ASV_379,3,0,0,150,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,2.95,CRT
ASV_38,1360,47,4,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae,4,CRAT
ASV_380,103,74,0,0,2,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,#N/A,#N/A
ASV_381,194,2,2,14,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,10.65,CRT
ASV_382,0,62,0,0,29,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_insulae,2,MT
ASV_383,0,28,1,0,32,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces;s__bacterium_2[2011],3.71,CRT
ASV_384,0,39,0,0,96,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides,10.65,MT
ASV_385,0,57,0,18,74,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,1.67,CRT
ASV_386,5,101,0,6,340,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces,#N/A,#N/A
ASV_387,0,55,0,0,111,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae,4.39,CRT
ASV_388,0,1,160,59,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Enterobacter,#N/A,#N/A
ASV_389,23,29,0,83,16,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces,1.18,CRT
ASV_39,19,859,25,27,354,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum;s__Brucella_sp._FXY47,2.5,CRT
ASV_390,0,5,0,0,84,2,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,2.95,CRT
ASV_391,249,9,0,8,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,#N/A,#N/A
ASV_392,158,22,0,0,1,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae,#N/A,#N/A
ASV_393,6,41,0,1,39,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,5,CRT
ASV_394,29,4,1,217,0,0,k__Bacteria;p__Proteobacteria,1.67,CRT
ASV_395,3,12,2,14,1,9,k__Bacteria;p__Cyanobacteria;c__Chloroplast,#N/A,#N/A
ASV_396,0,71,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Xenophilus;s__Xenophilus_sp._SN213,1,CRT
ASV_397,0,0,76,0,0,2,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,6.67,CRT
ASV_398,4,0,0,197,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_fluorescens,2.95,MT
ASV_399,0,0,0,64,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,5.01,CRT
ASV_4,492,8814,32,177,4462,183,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_insulae,2.95,MT
ASV_40,40,298,14,14,1105,7,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter_sp._'SMCC_G954',3.18,MT
ASV_400,50,0,0,8,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,#N/A,#N/A
ASV_401,97,5,0,0,0,2,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,#N/A,#N/A
ASV_402,0,0,93,2,0,8,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea,1.18,CRT
