#OTU ID,Y,Y20,Y20G,Y4,Y80,Y80G,taxonomy,rrn,rarity group
ASV_403,1,28,0,0,75,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides_sp._2100,#N/A,#N/A
ASV_404,47,2,0,37,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,1.18,CRT
ASV_405,76,2,0,0,2,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Lechevalieria,2,CRT
ASV_406,180,11,0,0,13,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae,3,CRT
ASV_407,61,7,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,3,CRT
ASV_408,9,306,0,4,3,0,k__Bacteria,10.65,MT
ASV_409,74,7,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae,10,CRT
ASV_41,36,305,21,705,146,129,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,#N/A,#N/A
ASV_410,1,62,0,3,66,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria,#N/A,#N/A
ASV_411,0,11,0,0,55,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides,#N/A,#N/A
ASV_412,0,101,0,0,3,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae,2.95,MT
ASV_413,13,0,13,5,0,73,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,#N/A,#N/A
ASV_414,60,0,0,23,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,5.95,CRT
ASV_415,1,27,1,0,45,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,#N/A,#N/A
ASV_416,61,0,0,20,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,#N/A,#N/A
ASV_417,62,0,1,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,1,CRT
ASV_418,3,67,1,0,316,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,2,CRT
ASV_419,3,47,1,7,0,1,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,#N/A,#N/A
ASV_42,4,412,0,0,701,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,10.65,MT
ASV_420,0,0,0,76,0,0,k__Bacteria,#N/A,#N/A
ASV_421,124,0,1,3,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,#N/A,#N/A
ASV_422,348,128,0,0,6,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,1,CRT
ASV_423,71,0,1,7,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,5.95,CRT
ASV_424,117,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,1.67,CRT
ASV_425,46,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter,2.95,MT
ASV_426,5,121,1,4,150,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,10.65,CAT
ASV_427,0,31,0,0,49,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,#N/A,#N/A
ASV_428,0,106,0,0,14,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Glycomycetales;f__Glycomycetaceae;g__Glycomyces,10.65,MT
ASV_429,20,3,1,0,6,7,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea_stewartii,5.95,CRT
ASV_43,708,157,1,50,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus_oxalaticus,1.18,CRT
ASV_430,8,66,0,0,8,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,#N/A,#N/A
ASV_431,71,4,1,16,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,#N/A,#N/A
ASV_432,232,6,3,496,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium,#N/A,#N/A
ASV_433,80,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,#N/A,#N/A
ASV_434,0,100,0,0,8,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,2.95,CRT
ASV_435,48,3,367,161,1,19,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium,2.95,CRT
ASV_436,14,0,0,203,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces,3.81,CRT
ASV_437,1,0,0,71,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,#N/A,#N/A
ASV_438,12,0,1,1,0,64,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planomicrobium,1.67,CRT
ASV_439,93,79,0,2,4,29,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__bacterium_A3-1-1,10.65,MT
ASV_44,885,0,0,557,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,5,CRT
ASV_440,56,1,1,119,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_fluorescens,#N/A,#N/A
ASV_441,28,0,0,46,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,2,CRT
ASV_442,181,13,1,0,3,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,2.5,CRT
ASV_443,48,0,0,3,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,5.95,CRT
ASV_444,157,5,21,35,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,#N/A,#N/A
ASV_445,8,46,10,17,1,6,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae,#N/A,#N/A
ASV_446,0,59,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora,3.83,CRT
ASV_447,0,48,7,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga,2,MT
ASV_448,0,22,0,13,0,12,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium,3,CRT
ASV_449,0,41,0,0,33,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,2,CRT
ASV_45,818,33,7,87,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus,#N/A,#N/A
ASV_450,0,9,3,4,37,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas,2,CRT
ASV_451,0,0,50,0,0,16,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea,#N/A,#N/A
ASV_452,2,0,0,54,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,5,CRT
ASV_453,2,0,1,52,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,2,CRT
ASV_454,52,10,0,166,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces,#N/A,#N/A
ASV_455,4,31,0,0,83,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,#N/A,#N/A
ASV_456,4,86,0,1,21,19,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,10.65,MT
ASV_457,72,1,0,0,0,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus,3.07,MT
ASV_458,12,0,3,0,2,14,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas;s__Luteimonas_sp._S22-50,#N/A,#N/A
ASV_459,0,11,5,4,31,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas,1.67,CRT
ASV_46,69,853,11,142,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter,2,CRT
ASV_460,0,107,0,0,18,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria,1.67,CRT
ASV_461,0,0,1,0,0,56,k__Bacteria,1.67,CRT
ASV_462,38,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium,2.5,CRT
ASV_463,185,8,4,2,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,2,MT
ASV_464,138,12,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria,#N/A,#N/A
ASV_465,57,2,0,2,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,1,CRT
ASV_466,22,33,1,0,120,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria,#N/A,#N/A
ASV_467,278,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,2.14,CRT
ASV_468,55,0,1,21,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,10.65,CRT
ASV_469,179,0,10,324,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,#N/A,#N/A
ASV_47,117,532,15,166,0,44,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,4,CRAT
ASV_470,7,21,6,1,38,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,1.5,CRT
ASV_471,18,36,0,0,44,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces,5.95,CRT
ASV_472,14,40,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ramlibacter,2.5,CRT
ASV_473,73,4,0,0,1,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Lentzea,2,MT
ASV_474,2,50,0,0,29,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,#N/A,#N/A
ASV_475,4,0,1,37,1,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,#N/A,#N/A
ASV_476,0,119,0,0,25,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Glycomycetales;f__Glycomycetaceae;g__Glycomyces;s__Glycomyces_sp._YIM_65802,10.65,MT
ASV_477,0,41,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas,2.95,MT
ASV_478,0,0,0,45,0,0,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium,3,CRT
ASV_479,6,0,0,0,36,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardia_sp._LC447,1.18,CRT
ASV_48,1113,1,0,28,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,1,CRT
ASV_480,10,62,0,1,52,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,#N/A,#N/A
ASV_481,10,32,0,0,10,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces,#N/A,#N/A
ASV_482,86,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,#N/A,#N/A
ASV_483,28,12,2,4,18,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces,2,MT
ASV_484,22,53,3,8,57,0,k__Bacteria;p__Proteobacteria,5,CRT
ASV_485,0,25,0,0,58,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,#N/A,#N/A
ASV_486,0,4,0,0,2,42,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_niacini,2.95,CRT
ASV_487,0,61,2,0,21,1,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Glycomycetales;f__Glycomycetaceae;g__Glycomyces,5,MT
ASV_488,0,81,0,1,4,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Glycomycetales;f__Glycomycetaceae;g__Glycomyces;s__Glycomyces_sp._YIM_65802,10.86,CRT
ASV_489,0,83,0,0,22,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,#N/A,#N/A
ASV_49,157,26,0,576,0,1,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,2.95,CRT
ASV_490,0,3,227,52,0,148,k__Bacteria;p__Proteobacteria,1,CRT
ASV_491,0,0,4,0,0,81,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,10.65,MT
ASV_492,0,0,66,2,0,42,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea,10,ART
ASV_493,0,0,0,60,0,7,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,5.01,CRT
ASV_494,0,0,6,187,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,#N/A,#N/A
ASV_495,1,0,0,45,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,10,CRT
ASV_496,0,0,0,0,86,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__AKAU3644,10.65,MT
ASV_497,7,35,0,0,0,1,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bosea,#N/A,#N/A
ASV_498,81,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus,#N/A,#N/A
ASV_499,0,15,2,0,59,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,2.95,MT
ASV_5,11564,756,9,88,73,174,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,2.95,CRT
ASV_50,2,195,0,0,944,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,3,MT
ASV_500,0,32,0,0,34,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,2,MT
ASV_501,0,15,0,0,30,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,#N/A,#N/A
ASV_502,0,38,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__Cellulomonas_septica,3.07,CRT
ASV_503,0,0,36,1,0,4,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea,1,CRT
ASV_504,54,6,41,102,0,149,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria,1.18,CRT
ASV_505,4,46,0,9,22,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides,#N/A,#N/A
ASV_506,1,6,4,12,0,3,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria,8,MT
ASV_507,61,1,0,1,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,10.86,CRT
ASV_508,42,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__bacterium_WK-41,10.65,CRT
ASV_509,5,12,4,27,3,7,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia_sp._IMER-B2-9,1,CRT
ASV_51,938,63,0,13,10,7,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,10.65,CAT
ASV_510,39,0,0,2,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__Acidovorax_citrulli,#N/A,#N/A
ASV_511,0,31,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales,5.95,CRT
ASV_512,0,10,0,0,108,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,#N/A,#N/A
ASV_513,0,78,0,0,251,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,#N/A,#N/A
ASV_514,0,10,0,5,90,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides,#N/A,#N/A
ASV_515,41,123,0,90,0,3,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae,#N/A,#N/A
ASV_516,1,0,28,2,0,62,k__Bacteria,#N/A,#N/A
ASV_517,48,0,22,6,0,67,k__Bacteria,#N/A,#N/A
ASV_518,0,0,0,49,0,0,k__Bacteria;p__Proteobacteria,10.65,CRT
ASV_519,93,0,2,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,2.5,CRT
ASV_52,325,616,0,0,0,12,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae,10.65,CAT
ASV_520,3,66,0,0,58,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria,1,CRT
ASV_521,20,67,0,0,73,7,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,10.86,CRT
ASV_522,147,0,1,57,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,3,CAT
ASV_523,0,2,0,0,87,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,1,MT
ASV_524,0,29,0,0,106,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,#N/A,#N/A
ASV_525,1,71,0,1,56,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,6,CRT
ASV_526,16,74,0,1,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,3,CRT
ASV_527,7,14,0,0,45,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Promicromonosporaceae;g__Promicromonospora,1.18,CRT
ASV_528,0,3,0,0,68,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,6,CRT
ASV_529,1,0,0,54,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,#N/A,#N/A
ASV_53,53,287,1,6,445,15,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces,5,MT
ASV_530,0,0,0,50,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,#N/A,#N/A
ASV_531,0,0,0,0,71,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales,10.65,CRT
ASV_532,2,25,0,3,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides_sp._MCC-SL3,5.01,CRT
ASV_533,342,1,4,6,0,83,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus,#N/A,#N/A
ASV_534,55,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,5.01,CRT
ASV_535,57,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,5.01,CRT
ASV_536,898,147,0,6,60,4,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,#N/A,#N/A
ASV_537,31,5,12,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,#N/A,#N/A
ASV_538,80,0,0,2,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,5.33,CRT
ASV_539,6,86,0,1,10,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,6,CRT
ASV_54,36,166,0,0,655,2,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides_sp._2100,10.65,MT
ASV_540,0,31,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,#N/A,#N/A
ASV_541,0,11,0,0,63,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,2.95,CRT
ASV_542,1,26,0,0,70,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter,5.01,CAT
ASV_543,0,37,0,7,67,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_sp._BAB-3236,#N/A,#N/A
ASV_544,0,37,0,0,0,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium,10.65,CRT
ASV_545,4,53,2,1,9,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,5.95,CRT
ASV_546,8,48,1,3,41,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,2,CRT
ASV_547,0,0,62,14,0,9,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5.95,MT
ASV_548,15,0,11,0,0,171,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,10.86,CAT
ASV_549,0,0,0,68,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas,5.95,MT
ASV_55,72,877,41,19,0,2,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter,2,CRT
ASV_550,14,33,3,2,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter,2,CRT
ASV_551,0,34,0,0,10,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharothrix;s__Saccharothrix_texasensis,2.95,CRT
ASV_552,1,19,0,0,77,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium,1.67,MT
ASV_553,2,3,0,0,47,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,3.07,CRT
ASV_554,2,20,0,1,88,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,1.67,MT
ASV_555,0,13,0,0,38,0,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_arborescens,#N/A,#N/A
ASV_556,0,0,46,0,0,2,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pantoea,10.65,CRT
ASV_557,4,33,0,0,6,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,5.95,CRT
ASV_558,64,0,0,0,0,0,k__Bacteria,5.95,CRT
ASV_559,6,15,1,1,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis_sp._IMER-B2-3,2.95,CRT
ASV_56,5,279,0,0,699,0,k__Bacteria,2.5,MT
